DGUID,Alfalfa and alfalfa mixtures (m2),All other tame hay and fodder crops (m2),Barley (m2),Buckwheat (m2),Canary seed (m2),Canola (rapeseed) (m2),Chick peas (m2),Corn for grain (m2),Corn for silage (m2),Dry field peas (m2),Dry white beans (m2),Faba beans (m2),Flaxseed (m2),Forage seed to be harvested for seed (m2),Hemp (m2),Lentils (m2),Mixed grains (m2),Oats (m2),Other dry beans (m2),Other field crops (m2),Potatoes (m2),"Rye, total (m2)",Soybeans (m2),Sugar beets (m2),Sunflower seed (m2),Triticale (m2),"Wheat, total (m2)",year,CD,Total wheat (Grain kg),Total wheat (Straw/Stover kg),Total wheat (Grain kg P),Total wheat (Straw/Stover kg P),Total wheat (Total kg P),Oats (Grain kg),Oats (Straw/Stover kg),Oats (Grain kg P),Oats (Straw/Stover kg P),Oats (Total kg P),Barley (Grain kg),Barley (Straw/Stover kg),Barley (Grain kg P),Barley (Straw/Stover kg P),Barley (Total kg P),Corn for grain (Grain kg),Corn for ethanol (Ethanol kg),Corn for grain (Straw/Stover kg),Corn for grain (Grain kg P),Corn for ethanol (Ethanol kg P),Corn for grain (Straw/Stover kg P),Corn for grain (Total kg P),Corn for ethanol (Total kg P),Corn for silage (Silage kg),Corn for silage (Silage kg P),Corn for silage (Total kg P),Total rye (Grain kg),Total rye (Straw/Stover kg),Total rye (Grain kg P),Total rye (Straw/Stover kg P),Total rye (Total kg P),Canola (rapeseed) (Grain kg),Canola (rapeseed) (Straw/Stover kg),Canola (rapeseed) (Grain kg P),Canola (rapeseed) (Straw/Stover kg P),Canola (rapeseed) (Total kg P),Soybeans (Grain kg),Soybeans (Straw/Stover kg),Soybeans (Grain kg P),Soybeans (Straw/Stover kg P),Soybeans (Total kg P),Dry white beans (Vegetable kg),Dry white beans (Vegetable kg P),Dry white beans (Total kg P),Other dry beans (Vegetable kg),Other dry beans (Vegetable kg P),Other dry beans (Total kg P),Faba beans (Vegetable kg),Faba beans (Vegetable kg P),Faba beans (Total kg P),Alfalfa and alfalfa mixtures (Forage kg),Alfalfa and alfalfa mixtures (Forage kg P),Alfalfa and alfalfa mixtures (Total kg P),All other tame hay and fodder crops (Forage kg),All other tame hay and fodder crops (Forage kg P),All other tame hay and fodder crops (Total kg P),Forage seed for seed  (Forage kg),Forage seed for seed  (Forage kg P),Forage seed for seed  (Total kg P),Potatoes  (Vegetable kg),Potatoes  (Vegetable kg P),Potatoes  (Total kg P),Dry field peas  (Vegetable kg),Dry field peas  (Vegetable kg P),Dry field peas  (Total kg P),Sunflowers (Grain kg),Sunflowers (Straw/Stover kg),Sunflowers (Grain kg P),Sunflowers (Straw/Stover kg P),Sunflowers (Total kg P),Buckwheat (Grain kg),Buckwheat (Straw/Stover kg),Buckwheat (Grain kg P),Buckwheat (Straw/Stover kg P),Buckwheat (Total kg P),Sugar beets  (Beet kg),Sugar beets  (Beet kg P),Sugar beets  (Total kg P),Triticale (Grain kg),Triticale (Straw/Stover kg),Triticale (Grain kg P),Triticale (Straw/Stover kg P),Triticale (Total kg P),Lentils (Grain kg),Lentils (Straw/Stover kg),Lentils (Grain kg P),Lentils (Straw/Stover kg P),Lentils  (Total kg P),Chickpeas (Grain kg),Chickpeas (Straw/Stover kg),Chickpeas (Grain kg P),Chickpeas (Straw/Stover kg P),Chickpeas  (Total kg P),Hemp (Grain kg),Hemp (Straw/Stover kg),Hemp (Grain kg P),Hemp (Straw/Stover kg P),Hemp  (Total kg P),Flaxseed  (Grain kg),Flaxseed (Straw/Stover kg),Flaxseed  (Grain kg P),Flaxseed (Straw/Stover kg P),Flaxseed  (Total kg P),Forage seed for seed (Forage kg),Forage seed for seed (Forage kg P),Forage seed for seed (Total kg P),Potatoes (Vegetable kg),Potatoes (Vegetable kg P),Potatoes (Total kg P),Dry field peas (Vegetable kg),Dry field peas (Vegetable kg P),Dry field peas (Total kg P),Sugar beets (Beet kg),Sugar beets (Beet kg P),Sugar beets (Total kg P),Lentils (Total kg P),Chickpeas (Total kg P),Hemp (Total kg P),Flaxseed (Grain kg),Flaxseed (Grain kg P),Flaxseed (Total kg P)
2021A00032427,31590000.0,83460000.0,0.0,0.0,0.0,0.0,0.0,0.0,15310000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5270000.0,0.0,0.0,0.0,1510000.0,8410000.0,0.0,0.0,0.0,0.0,2021,2427,0.0,0.0,0.0,0.0,0.0,1512160.1415418372,2362750.221159121,5141.344481242248,3780.4003538545935,8921.74483509684,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,24024282.846453793,60060.70711613449,60060.70711613449,522232.3597930247,934250.2677137335,1357.8041354618645,1121.1003212564801,2478.9044567183446,0.0,0.0,0.0,0.0,0.0,2499865.9517354197,4769729.153763658,15999.142091106687,10493.404138280048,26492.546229386735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28326102.27188487,62317.424998146715,62317.424998146715,74836862.79238719,164641.09814325182,164641.09814325182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032428,8810000.0,34640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1320000.0,320000.0,0.0,0.0,2760000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021,2428,0.0,0.0,0.0,0.0,0.0,791947.2468036946,1237417.5731307731,2692.6206391325622,1979.8681170092373,4672.4887561418,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7899745.521218921,17379.440146681627,17379.440146681627,31060974.444384042,68334.1437776449,68334.1437776449,1183616.8090816091,2603.95697997954,2603.95697997954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42080.0,103232.0,265.10400000000004,216.78719999999998,481.8912,0.0,0.0,0.0,0.0,0.0,1183616.8090816091,2603.95697997954,2603.95697997954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.8912,0.0,0.0,0.0
2021A00032429,22500000.0,109370000.0,1890000.0,520000.0,0.0,0.0,0.0,8290000.0,13600000.0,0.0,120000.0,0.0,0.0,0.0,0.0,0.0,2950000.0,6370000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7110000.0,2021,2429,2577251.625724636,3219572.2226120993,15978.960079492743,2253.70055582847,18232.660635321212,1827791.2906302663,2855923.8916097917,6214.490388142905,4569.478226575667,10783.968614718571,679245.4062735058,567732.5626288037,2309.4343813299197,624.505818891684,2933.940200221604,7513715.039069301,426720,10629865.292893749,21038.402109394046,1194.816,21259.730585787496,42298.13269518154,1194.816,21340969.739501737,53352.42434875434,53352.42434875434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13450.191012291012,60.52585955530955,60.52585955530955,0.0,0.0,0.0,0.0,0.0,0.0,20175286.518436518,44385.63034056034,44385.63034056034,98069826.06761786,215753.6173487593,215753.6173487593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66863.58956030106,46627.32884260884,207.2771276369333,23.31366442130442,230.59079205823772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032430,20520000.0,88450000.0,0.0,340000.0,0.0,0.0,0.0,0.0,11080000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3530000.0,5980000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4640000.0,2021,2430,1681919.4857049664,2101099.17200002,10427.900811370791,1470.7694204000138,11898.670231770806,1715885.701408005,2681071.4084500084,5834.011384787217,4289.714253520014,10123.72563830723,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,17386613.58188818,43466.53395472045,43466.53395472045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18399861.304814104,40479.694870591025,40479.694870591025,79311293.002476,174484.8446054472,174484.8446054472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43718.500866350696,30487.09962785963,135.52735268568716,15.243549813929814,150.77090249961697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032431,20520000.0,119070000.0,0.0,0.0,0.0,0.0,0.0,0.0,7720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5640000.0,0.0,1560000.0,0.0,0.0,0.0,0.0,0.0,840000.0,0.0,2021,2431,0.0,0.0,0.0,0.0,0.0,1618326.9825988542,2528635.9103107103,5502.311740836105,4045.817456497137,9548.12919733324,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,12114138.705070103,30285.346762675257,30285.346762675257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18399861.304814104,40479.694870591025,40479.694870591025,106767616.25556605,234888.75576224533,234888.75576224533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,304485.4241362439,380371.4018275898,1887.809629644712,266.2599812793129,2154.069610924025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032432,48710000.0,110430000.0,5240000.0,0.0,0.0,0.0,0.0,24050000.0,21410000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8980000.0,0.0,840000.0,0.0,1980000.0,41620000.0,0.0,0.0,400000.0,12660000.0,2021,2432,4589030.320910533,5732740.413258675,28451.987989645302,4012.9182892810727,32464.906278926373,2576697.9261946296,4026090.5096791093,8760.772949061742,6441.744815486575,15202.517764548316,1883198.9041656987,1574031.0201983762,6402.876274163376,1731.4341222182138,8134.31039638159,22609162.10972457,426720,30838149.61328042,63305.6539072288,1194.816,61676.29922656084,124981.95313378965,1194.816,33596335.45020089,83990.83862550223,83990.83862550223,684781.5048941649,1225043.397399465,1780.4319127248286,1470.0520768793579,3250.4839896041867,0.0,0.0,0.0,0.0,0.0,12371512.593487296,23604771.388780434,79177.6805983187,51930.497055316955,131108.17765363565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43677253.613913015,96089.95795060863,96089.95795060863,99020306.23248643,217844.67371147015,217844.67371147015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144993.05911249708,181129.23896551895,898.956966497482,126.79046727586328,1025.7474337733452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032433,74380000.0,130360000.0,4950000.0,0.0,0.0,0.0,0.0,57690000.0,30370000.0,0.0,90000.0,0.0,0.0,0.0,0.0,0.0,3870000.0,16220000.0,0.0,0.0,0.0,4540000.0,89720000.0,0.0,1280000.0,700000.0,19610000.0,2021,2433,7108284.72299017,8879860.940284567,44071.36528253905,6215.9026581991975,50287.26794073825,4654124.762013017,7272069.940645341,15824.02419084426,11635.311905032546,27459.336095876806,1778976.0640496581,1486918.6164087714,6048.518617768838,1635.6104780496485,7684.129095818487,54830662.07526031,426720,73973091.52557784,153525.85381072888,1194.816,147946.1830511557,301472.0368618846,1194.816,47656268.4550491,119140.67113762275,119140.67113762275,1570155.5718280345,2808937.8910068544,4082.40448675289,3370.725469208225,7453.129955961115,0.0,0.0,0.0,0.0,0.0,26669200.141462766,50884672.96975926,170682.8809053617,111946.28053347039,282629.16143883206,10087.64325921826,45.394394666482164,45.394394666482164,0.0,0.0,0.0,0.0,0.0,0.0,66695013.83294703,146729.03043248347,146729.03043248347,116891126.69081709,257160.47871979757,257160.47871979757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157815.5745442145,1147749.633048833,2698.646324706068,2065.9493394878996,4764.595664193967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253737.8534468699,316976.1681896582,1573.1746913705936,221.88331773276076,1795.0580091033544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032434,50180000.0,54630000.0,6090000.0,0.0,0.0,4320000.0,0.0,20120000.0,12230000.0,0.0,380000.0,0.0,0.0,0.0,0.0,0.0,1210000.0,20050000.0,1990000.0,1490000.0,18310000.0,0.0,58830000.0,0.0,0.0,0.0,20510000.0,2021,2434,7434519.105993289,9287401.727956984,46094.01845715838,6501.18120956989,52595.19966672827,5753095.035657275,8989210.993214494,19560.523121234735,14382.737589143191,33943.26071037793,2188679.642436852,1829360.4795817004,7441.510784285298,2012.2965275398706,9453.807311825169,18844878.671420306,426720,25798901.048615467,52765.660279976866,1194.816,51597.80209723094,104363.4623772078,1194.816,19191180.87603722,47977.952190093056,47977.952190093056,0.0,0.0,0.0,0.0,0.0,1002308.234235926,3437868.8227415816,7918.235050463815,14782.835937788801,22701.070988252617,17487171.693293072,33365418.087504875,111917.89883707566,73403.91979251073,185321.81862958637,42592.27153892154,191.6652219251469,191.6652219251469,223049.00095382595,1003.7205042922168,1003.7205042922168,0.0,0.0,0.0,44995372.33311753,98989.81913285857,98989.81913285857,48985595.666763864,107768.3104668805,107768.3104668805,0.0,0.0,0.0,158887128845.1787,95332277.30710723,95332277.30710723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158887128845.1787,95332277.30710723,95332277.30710723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032435,14990000.0,31060000.0,0.0,0.0,0.0,0.0,0.0,0.0,3800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1390000.0,10500000.0,0.0,0.0,0.0,0.0,32100000.0,0.0,0.0,0.0,11030000.0,2021,2435,3998183.6050271075,4994638.764474185,24788.738351168064,3496.24713513193,28284.985486299993,3012842.786753186,4707566.854301854,10243.665474960833,7532.106966882966,17775.7724418438,0.0,0.0,0.0,0.0,0.0,-426720.0,426720,0.0,-1194.816,1194.816,0.0,-1194.816,1194.816,5962918.0154490145,14907.295038622537,14907.295038622537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9541700.006029366,18205506.044686496,61066.880038587944,40052.113298310294,101118.99333689825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13441224.218282817,29570.693280222196,29570.693280222196,27850862.189450588,61271.8968167913,61271.8968167913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032436,2390000.0,5050000.0,0.0,0.0,0.0,0.0,0.0,1970000.0,730000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,870000.0,0.0,450000.0,0.0,550000.0,4040000.0,0.0,0.0,0.0,910000.0,2021,2436,329859.2094809309,412069.0186465556,2045.1270987817716,288.44831305258896,2333.5754118343607,249635.54518812115,390055.5393564393,848.760853639612,624.0888629703029,1472.849716609915,0.0,0.0,0.0,0.0,0.0,1460210.8838319087,426720,2526035.540048334,4088.590474729345,1194.816,5052.071080096668,9140.661554826012,1194.816,1145507.9345467843,2863.7698363669606,2863.7698363669606,190217.08469282356,340289.8326109625,494.56442020134125,408.347799133155,902.9122193344963,0.0,0.0,0.0,0.0,0.0,1200886.8543413905,2291284.872913814,7685.6758677849,5040.826720410391,12726.502588195292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2143063.7679583677,4714.740289508409,4714.740289508409,4528230.974137974,9962.108143103544,9962.108143103544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032437,35160000.0,35940000.0,8880000.0,0.0,0.0,0.0,0.0,69200000.0,16010000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10910000.0,0.0,1910000.0,10620000.0,2250000.0,89510000.0,0.0,0.0,0.0,18720000.0,2021,2437,6785675.166464864,8476848.383586287,42071.18603208216,5933.793868510402,48004.97990059256,3130487.1241406915,4891386.131469831,10643.65622207835,7826.21781035173,18469.87403243008,3191375.242173932,2667441.8815575535,10850.675823391368,2934.186069713309,13784.861893104677,65855319.168105625,426720,88731806.78748462,184394.89367069575,1194.816,177463.61357496923,361858.50724566495,1194.816,25122715.11245756,62806.787781143896,62806.787781143896,778160.8010160964,1392094.7697721194,2023.2180826418507,1670.5137237265433,3693.7318063683942,0.0,0.0,0.0,0.0,0.0,26606777.80497472,50765571.52834543,170283.37795183822,111684.25736235995,281967.63531419815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31527247.732810132,69359.94501218229,69359.94501218229,32226657.665449265,70898.64686398838,70898.64686398838,0.0,0.0,0.0,92156270253.18394,55293762.151910365,55293762.151910365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92156270253.18394,55293762.151910365,55293762.151910365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032438,43280000.0,47750000.0,5340000.0,210000.0,0.0,1240000.0,0.0,71220000.0,15500000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1660000.0,17520000.0,0.0,0.0,0.0,1700000.0,96230000.0,0.0,0.0,0.0,13650000.0,2021,2438,4947888.142213963,6181035.279698335,30676.90648172657,4326.724695788835,35003.6311775154,5027143.392753888,7854911.551177951,17092.28753536322,12567.858481884723,29660.146017247942,1919137.8145505402,1604069.7801258261,6525.068569471838,1764.4767581384087,8289.545327610247,67790141.6987353,426720,91321954.90469153,189812.39675645885,1194.816,182643.90980938307,372456.3065658419,1194.816,24322428.747226242,60806.07186806561,60806.07186806561,587943.7163232728,1051804.937161157,1528.6536624405094,1262.1659245933881,2790.8195870338977,287699.5857529047,986795.6806017503,2272.826727447947,4243.221426587526,6516.048154035474,28604292.572592083,54576817.653588206,183067.47246458931,120068.99883789405,303136.47130248335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38808284.467463665,85378.22582842005,85378.22582842005,42816441.38912639,94196.17105607806,94196.17105607806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27002.603476275428,18830.26741720742,83.70807077645382,9.41513370860371,93.12320448505753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032439,68630000.0,148220000.0,0.0,640000.0,0.0,0.0,0.0,89710000.0,60640000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3070000.0,26290000.0,0.0,0.0,0.0,8710000.0,126640000.0,0.0,0.0,0.0,21230000.0,2021,2439,7695506.612395783,9613434.35809492,47712.14099685386,6729.404050666444,54441.5450475203,7543584.463213454,11786850.723771023,25648.187174925744,18858.96115803364,44507.14833295938,0.0,0.0,0.0,0.0,0.0,85500472.6845485,426720,115030785.93793707,239401.3235167358,1194.816,230061.57187587413,469462.89539260993,1194.816,95155618.0149548,237889.04503738703,237889.04503738703,3012346.923044533,5388953.530984515,7832.101999915786,6466.744237181419,14298.846237097205,0.0,0.0,0.0,0.0,0.0,37643641.39450339,71823840.66975382,240919.3049248217,158012.4494734584,398931.7543982801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61539107.27823547,135386.03601211804,135386.03601211804,132905820.78945158,292392.8057367935,292392.8057367935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82293.64868960131,57387.48165244165,255.11031093776404,28.69374082622083,283.8040517639849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032440,10280000.0,66410000.0,1750000.0,0.0,0.0,0.0,0.0,18050000.0,6290000.0,0.0,0.0,0.0,0.0,2760000.0,0.0,0.0,0.0,3320000.0,0.0,0.0,0.0,0.0,17030000.0,0.0,0.0,140000.0,6210000.0,2021,2440,2251017.2427215176,2812031.434939682,13956.306904873409,1968.4220044577776,15924.728909331187,952632.1954305313,1488487.8053602052,3238.949464463806,2381.5804885763287,5620.529953040135,628930.9317347276,525678.2987303737,2138.3651678980737,578.2461286034111,2716.6112965014845,16862164.49399287,426720,23144640.35424996,47214.06058318004,1194.816,46289.28070849992,93503.34129167997,1194.816,9870198.504519554,24675.496261298886,24675.496261298886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5062154.239958881,9658559.748941153,32397.78713573684,21248.83144767054,53646.61858340738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9217864.240423441,20279.30132893157,20279.30132893157,59548479.00841641,131006.6538185161,131006.6538185161,2474835.1462615463,5444.637321775402,5444.637321775402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50747.570689373984,63395.23363793163,314.63493827411867,44.376663546552145,359.0116018206708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2474835.1462615463,5444.637321775402,5444.637321775402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021A00032441,19080000.0,98670000.0,0.0,0.0,0.0,0.0,0.0,11460000.0,8930000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6270000.0,5180000.0,0.0,800000.0,0.0,0.0,10230000.0,0.0,0.0,0.0,7280000.0,2021,2441,2638873.675847447,3296552.149172445,16361.016790254173,2307.5865044207117,18668.603294674886,1486335.7747982384,2322399.6481222482,5053.5416343140105,3715.839436995597,8769.381071309608,0.0,0.0,0.0,0.0,0.0,10550045.44604755,426720,14694602.684748175,29540.127248933142,1194.816,29389.20536949635,58929.33261842949,1194.816,14012857.336305184,35032.14334076296,35032.14334076296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3040859.5346317887,5801941.646016911,19461.50102164345,12764.271621237203,32225.772642880653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17108642.967634168,37639.01452879517,37639.01452879517,88475356.47885028,194645.7842534706,194645.7842534706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
