"Cube Title","Product Id","CANSIM Id",URL,"Cube Notes","Archive Status",Frequency,"Start Reference Period","End Reference Period","Total number of dimensions"
"Field crops and hay, Census of Agriculture, 2021","32100309",,"https://www150.statcan.gc.ca/t1/tbl1/en/tv.action?pid=3210030901",1;2,"CURRENT - a cube available to the public and that is current","Every 5 years","2021-01-01","2021-01-01","3",

"Dimension ID","Dimension name","Dimension Notes","Dimension Definitions"
"1","Geography",3;4;5,""
"2","Field crops and hay",,""
"3","Unit of measure",,""

"Dimension ID","Member Name","Classification Code","Member ID","Parent Member ID",Terminated,"Member Notes","Member Definitions"
"1","Sept-Rivières--Caniapiscau, Quebec [CD240297000]","[2497]","367","326","",,
"1","Minganie--Le Golfe-du-Saint-Laurent, Quebec [CD240298000]","[2498]","369","326","",,
"1","Le Domaine-du-Roy, Quebec [CD240291000]","[2491]","327","326","",,
"1","Maria-Chapdelaine, Quebec [CD240292000]","[2492]","332","326","",,
"1","Lac-Saint-Jean-Est, Quebec [CD240293000]","[2493]","340","326","",,
"1","Le Saguenay-et-son-Fjord, Quebec [CD240294000]","[2494]","352","326","",,
"1","La Haute-Côte-Nord, Quebec [CD240295000]","[2495]","361","326","",,
"1","Chambord, Quebec [CCS240291020]","[2491020]","328","327","",,
"1","Saint-Prime, Quebec [CCS240291035]","[2491035]","329","327","",,
"1","Saint-Félicien, Quebec [CCS240291042]","[2491042]","330","327","",,
"1","Lac-Ashuapmushuan, Quebec [CCS240291902]","[2491902]","331","327","",,
"1","Saint-Augustin, Quebec [CCS240292005]","[2492005]","333","332","",,
"1","Albanel, Quebec [CCS240292030]","[2492030]","334","332","",,
"1","Normandin, Quebec [CCS240292040]","[2492040]","335","332","",,
"1","Saint-Edmond-les-Plaines, Quebec [CCS240292050]","[2492050]","336","332","",,
"1","Saint-Eugène-d'Argentenay, Quebec [CCS240292065]","[2492065]","337","332","",,
"1","Passes-Dangereuses, Quebec [CCS240292902]","[2492902]","338","332","",,
"1","Rivière-Mistassini, Quebec [CCS240292904]","[2492904]","339","332","",,
"1","Métabetchouan--Lac-à-la-Croix, Quebec [CCS240293012]","[2493012]","341","340","",,
"1","Hébertville, Quebec [CCS240293020]","[2493020]","342","340","",,
"1","Saint-Bruno, Quebec [CCS240293030]","[2493030]","343","340","",,
"1","Saint-Gédéon, Quebec [CCS240293035]","[2493035]","344","340","",,
"1","Alma, Quebec [CCS240293042]","[2493042]","345","340","",,
"1","Saint-Nazaire, Quebec [CCS240293045]","[2493045]","346","340","",,
"1","L'Ascension-de-Notre-Seigneur, Quebec [CCS240293065]","[2493065]","347","340","",,
"1","Saint-Henri-de-Taillon, Quebec [CCS240293070]","[2493070]","348","340","",,
"1","Lac-Moncouche, Quebec [CCS240293904]","[2493904]","349","340","",,
"1","Lac-Achouakan, Quebec [CCS240293906]","[2493906]","350","340","",,
"1","Belle-Rivière, Quebec [CCS240293908]","[2493908]","351","340","",,
"1","Saguenay, Quebec [CCS240294068]","[2494068]","353","352","",,
"1","Petit-Saguenay, Quebec [CCS240294205]","[2494205]","354","352","",,
"1","Saint-Fulgence, Quebec [CCS240294235]","[2494235]","355","352","",,
"1","Saint-Honoré, Quebec [CCS240294240]","[2494240]","356","352","",,
"1","Saint-Ambroise, Quebec [CCS240294255]","[2494255]","357","352","",,
"1","Lalemant, Quebec [CCS240294926]","[2494926]","358","352","",,
"1","Lac-Ministuk, Quebec [CCS240294928]","[2494928]","359","352","",,
"1","Mont-Valin, Quebec [CCS240294930]","[2494930]","360","352","",,
"1","Les Bergeronnes, Quebec [CCS240295018]","[2495018]","363","361","",,
"1","Lac-au-Brochet, Quebec [CCS240295902]","[2495902]","364","361","",,
"1","Sacré-Coeur, Quebec [CCS240295010]","[2495010]","362","361","",,
"1","Baie-Comeau, Quebec [CCS240296020]","[2496020]","366","365","",,
"1","Port-Cartier, Quebec [CCS240297022]","[2497022]","368","367","",,
"1","Longue-Pointe-de-Mingan, Quebec [CCS240298045]","[2498045]","370","369","",,
"1","Charlevoix-Est, Quebec [CD240315000]","[2415]","372","371","",,
"1","Charlevoix, Quebec [CD240316000]","[2416]","377","371","",,
"1","L'Île-d'Orléans, Quebec [CD240320000]","[2420]","381","371","",,
"1","La Côte-de-Beaupré, Quebec [CD240321000]","[2421]","387","371","",,
"1","La Jacques-Cartier, Quebec [CD240322000]","[2422]","392","371","",,
"1","Québec, Quebec [CD240323000]","[2423]","396","371","",,
"1","Portneuf, Quebec [CD240334000]","[2434]","398","371","",,
"1","Saint-Irénée, Quebec [CCS240315005]","[2415005]","373","372","",,
"1","La Malbaie, Quebec [CCS240315013]","[2415013]","374","372","",,
"1","Mont-Élie, Quebec [CCS240315902]","[2415902]","375","372","",,
"1","Sagard, Quebec [CCS240315904]","[2415904]","376","372","",,
"1","Baie-Saint-Paul, Quebec [CCS240316013]","[2416013]","378","377","",,
"1","Les Éboulements, Quebec [CCS240316048]","[2416048]","379","377","",,
"1","Saint-Hilarion, Quebec [CCS240316050]","[2416050]","380","377","",,
"1","Saint-François-de-l'Île-d'Orléans, Quebec [CCS240320005]","[2420005]","382","381","",,
"1","Sainte-Famille-de-l'Île-d'Orléans, Quebec [CCS240320010]","[2420010]","383","381","",,
"1","Saint-Jean-de-l'Île-d'Orléans, Quebec [CCS240320015]","[2420015]","384","381","",,
"1","Saint-Laurent-de-l'Île-d'Orléans, Quebec [CCS240320020]","[2420020]","385","381","",,
"1","Saint-Pierre-de-l'Île-d'Orléans, Quebec [CCS240320025]","[2420025]","386","381","",,
"1","Saint-Tite-des-Caps, Quebec [CCS240321005]","[2421005]","388","387","",,
"1","Sainte-Anne-de-Beaupré, Quebec [CCS240321030]","[2421030]","389","387","",,
"1","Château-Richer, Quebec [CCS240321035]","[2421035]","390","387","",,
"1","L'Ange-Gardien, Quebec [CCS240321040]","[2421040]","391","387","",,
"1","Sainte-Catherine-de-la-Jacques-Cartier, Quebec [CCS240322005]","[2422005]","393","392","",,
"1","Saint-Gabriel-de-Valcartier, Quebec [CCS240322025]","[2422025]","394","392","",,
"1","Lac-Croche, Quebec [CCS240322902]","[2422902]","395","392","",,
"1","Québec, Quebec [CCS240323027]","[2423027]","397","396","",,
"1","Neuville, Quebec [CCS240334007]","[2434007]","399","398","",,
"1","Pont-Rouge, Quebec [CCS240334017]","[2434017]","400","398","",,
"1","Cap-Santé, Quebec [CCS240334030]","[2434030]","401","398","",,
"1","Saint-Basile, Quebec [CCS240334038]","[2434038]","402","398","",,
"1","Deschambault-Grondines, Quebec [CCS240334058]","[2434058]","403","398","",,
"1","Saint-Gilbert, Quebec [CCS240334060]","[2434060]","404","398","",,
"1","Saint-Casimir, Quebec [CCS240334078]","[2434078]","405","398","",,
"1","Saint-Thuribe, Quebec [CCS240334085]","[2434085]","406","398","",,
"1","Saint-Ubalde, Quebec [CCS240334090]","[2434090]","407","398","",,
"1","Saint-Alban, Quebec [CCS240334097]","[2434097]","408","398","",,
"1","Sainte-Christine-d'Auvergne, Quebec [CCS240334105]","[2434105]","409","398","",,
"1","Saint-Raymond, Quebec [CCS240334128]","[2434128]","410","398","",,
"1","Lac-Blanc, Quebec [CCS240334902]","[2434902]","411","398","",,
"1","Lac-Lapeyrère, Quebec [CCS240334906]","[2434906]","412","398","",,
"1","Mékinac, Quebec [CD240435000]","[2435]","414","413","",,
"1","Shawinigan, Quebec [CD240436000]","[2436]","423","413","",,
"1","Francheville, Quebec [CD240437000]","[2437]","425","413","",,
"1","Maskinongé, Quebec [CD240451000]","[2451]","435","413","",,
"1","La Tuque, Quebec [CD240490000]","[2490]","449","413","",,
"1","Lac-aux-Sables, Quebec [CCS240435010]","[2435010]","415","414","",,
"1","Saint-Adelphe, Quebec [CCS240435015]","[2435015]","416","414","",,
"1","Saint-Séverin, Quebec [CCS240435020]","[2435020]","417","414","",,
"1","Saint-Tite, Quebec [CCS240435027]","[2435027]","418","414","",,
"1","Sainte-Thècle, Quebec [CCS240435050]","[2435050]","419","414","",,
"1","Lac-Masketsi, Quebec [CCS240435902]","[2435902]","420","414","",,
"1","Lac-Normand, Quebec [CCS240435904]","[2435904]","421","414","",,
"1","Rivière-de-la-Savane, Quebec [CCS240435906]","[2435906]","422","414","",,
"1","Shawinigan, Quebec [CCS240436033]","[2436033]","424","423","",,
"1","Trois-Rivières, Quebec [CCS240437067]","[2437067]","426","425","",,
"1","Sainte-Anne-de-la-Pérade, Quebec [CCS240437205]","[2437205]","427","425","",,
"1","Batiscan, Quebec [CCS240437210]","[2437210]","428","425","",,
"1","Sainte-Geneviève-de-Batiscan, Quebec [CCS240437215]","[2437215]","429","425","",,
"1","Champlain, Quebec [CCS240437220]","[2437220]","430","425","",,
"1","Saint-Maurice, Quebec [CCS240437230]","[2437230]","431","425","",,
"1","Notre-Dame-du-Mont-Carmel, Quebec [CCS240437235]","[2437235]","432","425","",,
"1","Saint-Narcisse, Quebec [CCS240437240]","[2437240]","433","425","",,
"1","Saint-Stanislas, Quebec [CCS240437245]","[2437245]","434","425","",,
"1","Maskinongé, Quebec [CCS240451008]","[2451008]","436","435","",,
"1","Louiseville, Quebec [CCS240451015]","[2451015]","437","435","",,
"1","Yamachiche, Quebec [CCS240451020]","[2451020]","438","435","",,
"1","Saint-Barnabé, Quebec [CCS240451025]","[2451025]","439","435","",,
"1","Saint-Sévère, Quebec [CCS240451030]","[2451030]","440","435","",,
"1","Saint-Léon-le-Grand, Quebec [CCS240451035]","[2451035]","441","435","",,
"1","Sainte-Ursule, Quebec [CCS240451040]","[2451040]","442","435","",,
"1","Saint-Justin, Quebec [CCS240451045]","[2451045]","443","435","",,
"1","Sainte-Angèle-de-Prémont, Quebec [CCS240451055]","[2451055]","444","435","",,
"1","Saint-Paulin, Quebec [CCS240451060]","[2451060]","445","435","",,
"1","Charette, Quebec [CCS240451080]","[2451080]","446","435","",,
"1","Saint-Boniface, Quebec [CCS240451085]","[2451085]","447","435","",,
"1","Saint-Étienne-des-Grès, Quebec [CCS240451090]","[2451090]","448","435","",,
"1","La Tuque, Quebec [CCS240490012]","[2490012]","450","449","",,
"1","Le Granit, Quebec [CD240530000]","[2430]","452","451","",,
"1","Les Sources, Quebec [CD240540000]","[2440]","466","451","",,
"1","Le Haut-Saint-François, Quebec [CD240541000]","[2441]","473","451","",,
"1","Le Val-Saint-François, Quebec [CD240542000]","[2442]","482","451","",,
"1","Sherbrooke, Quebec [CD240543000]","[2443]","494","451","",,
"1","Coaticook, Quebec [CD240544000]","[2444]","496","451","",,
"1","Memphrémagog, Quebec [CD240545000]","[2445]","507","451","",,
"1","Saint-Augustin-de-Woburn, Quebec [CCS240530005]","[2430005]","453","452","",,
"1","Piopolis, Quebec [CCS240530020]","[2430020]","454","452","",,
"1","Frontenac, Quebec [CCS240530025]","[2430025]","455","452","",,
"1","Nantes, Quebec [CCS240530045]","[2430045]","456","452","",,
"1","Sainte-Cécile-de-Whitton, Quebec [CCS240530050]","[2430050]","457","452","",,
"1","Audet, Quebec [CCS240530055]","[2430055]","458","452","",,
"1","Saint-Robert-Bellarmin, Quebec [CCS240530070]","[2430070]","459","452","",,
"1","Lac-Drolet, Quebec [CCS240530080]","[2430080]","460","452","",,
"1","Saint-Sébastien, Quebec [CCS240530085]","[2430085]","461","452","",,
"1","Courcelles, Quebec [CCS240530090]","[2430090]","462","452","",,
"1","Lambton, Quebec [CCS240530095]","[2430095]","463","452","",,
"1","Saint-Romain, Quebec [CCS240530100]","[2430100]","464","452","",,
"1","Stornoway, Quebec [CCS240530105]","[2430105]","465","452","",,
"1","Ham-Sud, Quebec [CCS240540005]","[2440005]","467","466","",,
"1","Saint-Adrien, Quebec [CCS240540010]","[2440010]","468","466","",,
"1","Wotton, Quebec [CCS240540017]","[2440017]","469","466","",,
"1","Saint-Camille, Quebec [CCS240540025]","[2440025]","470","466","",,
"1","Saint-Georges-de-Windsor, Quebec [CCS240540032]","[2440032]","471","466","",,
"1","Danville, Quebec [CCS240540047]","[2440047]","472","466","",,
"1","Saint-Isidore-de-Clifton, Quebec [CCS240541012]","[2441012]","474","473","",,
"1","La Patrie, Quebec [CCS240541027]","[2441027]","475","473","",,
"1","Cookshire-Eaton, Quebec [CCS240541038]","[2441038]","476","473","",,
"1","Ascot Corner, Quebec [CCS240541055]","[2441055]","477","473","",,
"1","Bury, Quebec [CCS240541070]","[2441070]","478","473","",,
"1","Lingwick, Quebec [CCS240541085]","[2441085]","479","473","",,
"1","Weedon, Quebec [CCS240541098]","[2441098]","480","473","",,
"1","Dudswell, Quebec [CCS240541117]","[2441117]","481","473","",,
"1","Stoke, Quebec [CCS240542005]","[2442005]","483","482","",,
"1","Saint-François-Xavier-de-Brompton, Quebec [CCS240542020]","[2442020]","484","482","",,
"1","Racine, Quebec [CCS240542032]","[2442032]","485","482","",,
"1","Bonsecours, Quebec [CCS240542040]","[2442040]","486","482","",,
"1","Sainte-Anne-de-la-Rochelle, Quebec [CCS240542050]","[2442050]","487","482","",,
"1","Valcourt, Quebec [CCS240542060]","[2442060]","488","482","",,
"1","Maricourt, Quebec [CCS240542065]","[2442065]","489","482","",,
"1","Melbourne, Quebec [CCS240542075]","[2442075]","490","482","",,
"1","Val-Joli, Quebec [CCS240542095]","[2442095]","491","482","",,
"1","Saint-Claude, Quebec [CCS240542100]","[2442100]","492","482","",,
"1","Cleveland, Quebec [CCS240542110]","[2442110]","493","482","",,
"1","Sherbrooke, Quebec [CCS240543027]","[2443027]","495","494","",,
"1","Saint-Malo, Quebec [CCS240544003]","[2444003]","497","496","",,
"1","East Hereford, Quebec [CCS240544010]","[2444010]","498","496","",,
"1","Saint-Herménégilde, Quebec [CCS240544015]","[2444015]","499","496","",,
"1","Dixville, Quebec [CCS240544023]","[2444023]","500","496","",,
"1","Coaticook, Quebec [CCS240544037]","[2444037]","501","496","",,
"1","Barnston-Ouest, Quebec [CCS240544045]","[2444045]","502","496","",,
"1","Stanstead-Est, Quebec [CCS240544050]","[2444050]","503","496","",,
"1","Sainte-Edwidge-de-Clifton, Quebec [CCS240544055]","[2444055]","504","496","",,
"1","Martinville, Quebec [CCS240544060]","[2444060]","505","496","",,
"1","Compton, Quebec [CCS240544071]","[2444071]","506","496","",,
"1","Ogden, Quebec [CCS240545020]","[2445020]","508","507","",,
"1","Stanstead, Quebec [CCS240545025]","[2445025]","509","507","",,
"1","Potton, Quebec [CCS240545030]","[2445030]","510","507","",,
"1","Hatley, Quebec [CCS240545043]","[2445043]","511","507","",,
"1","Hatley, Quebec [CCS240545055]","[2445055]","512","507","",,
"1","Sainte-Catherine-de-Hatley, Quebec [CCS240545060]","[2445060]","513","507","",,
"1","Magog, Quebec [CCS240545072]","[2445072]","514","507","",,
"1","Bolton-Est, Quebec [CCS240545095]","[2445095]","515","507","",,
"1","Stukely-Sud, Quebec [CCS240545105]","[2445105]","516","507","",,
"1","Orford, Quebec [CCS240545115]","[2445115]","517","507","",,
"1","Laval, Quebec [CD240665000]","[2465]","519","518","",,
"1","Montréal, Quebec [CD240666000]","[2466]","521","518","",,
"1","Laval, Quebec [CCS240665005]","[2465005]","520","519","",,
"1","Montréal, Quebec [CCS240666023]","[2466023]","522","521","",,
"1","D'Autray, Quebec [CD240752000]","[2452]","524","523","",,
"1","L'Assomption, Quebec [CD240760000]","[2460]","534","523","",,
"1","Joliette, Quebec [CD240761000]","[2461]","538","523","",,
"1","Matawinie, Quebec [CD240762000]","[2462]","544","523","",,
"1","Montcalm, Quebec [CD240763000]","[2463]","558","523","",,
"1","Les Moulins, Quebec [CD240764000]","[2464]","567","523","",,
"1","Lanoraie, Quebec [CCS240752017]","[2452017]","525","524","",,
"1","Sainte-Élisabeth, Quebec [CCS240752030]","[2452030]","526","524","",,
"1","Sainte-Geneviève-de-Berthier, Quebec [CCS240752040]","[2452040]","527","524","",,
"1","Saint-Ignace-de-Loyola, Quebec [CCS240752045]","[2452045]","528","524","",,
"1","Saint-Barthélemy, Quebec [CCS240752055]","[2452055]","529","524","",,
"1","Saint-Cuthbert, Quebec [CCS240752062]","[2452062]","530","524","",,
"1","Saint-Norbert, Quebec [CCS240752070]","[2452070]","531","524","",,
"1","Saint-Gabriel-de-Brandon, Quebec [CCS240752085]","[2452085]","532","524","",,
"1","Saint-Didace, Quebec [CCS240752090]","[2452090]","533","524","",,
"1","Saint-Sulpice, Quebec [CCS240760020]","[2460020]","535","534","",,
"1","L'Assomption, Quebec [CCS240760028]","[2460028]","536","534","",,
"1","L'Épiphanie, Quebec [CCS240760037]","[2460037]","537","534","",,
"1","Saint-Paul, Quebec [CCS240761005]","[2461005]","539","538","",,
"1","Saint-Thomas, Quebec [CCS240761027]","[2461027]","540","538","",,
"1","Saint-Ambroise-de-Kildare, Quebec [CCS240761040]","[2461040]","541","538","",,
"1","Notre-Dame-de-Lourdes, Quebec [CCS240761045]","[2461045]","542","538","",,
"1","Sainte-Mélanie, Quebec [CCS240761050]","[2461050]","543","538","",,
"1","Saint-Félix-de-Valois, Quebec [CCS240762007]","[2462007]","545","544","",,
"1","Saint-Jean-de-Matha, Quebec [CCS240762015]","[2462015]","546","544","",,
"1","Sainte-Béatrix, Quebec [CCS240762020]","[2462020]","547","544","",,
"1","Sainte-Marcelline-de-Kildare, Quebec [CCS240762030]","[2462030]","548","544","",,
"1","Rawdon, Quebec [CCS240762037]","[2462037]","549","544","",,
"1","Saint-Damien, Quebec [CCS240762075]","[2462075]","550","544","",,
"1","Lac-Minaki, Quebec [CCS240762902]","[2462902]","551","544","",,
"1","Lac-Matawin, Quebec [CCS240762908]","[2462908]","552","544","",,
"1","Lac-Legendre, Quebec [CCS240762910]","[2462910]","553","544","",,
"1","Saint-Guillaume-Nord, Quebec [CCS240762912]","[2462912]","554","544","",,
"1","Lac-des-Dix-Milles, Quebec [CCS240762914]","[2462914]","555","544","",,
"1","Baie-Obaoca, Quebec [CCS240762918]","[2462918]","556","544","",,
"1","Baie-Atibenne, Quebec [CCS240762920]","[2462920]","557","544","",,
"1","Saint-Esprit, Quebec [CCS240763030]","[2463030]","562","558","",,
"1","Saint-Roch-de-l'Achigan, Quebec [CCS240763035]","[2463035]","563","558","",,
"1","Saint-Lin--Laurentides, Quebec [CCS240763048]","[2463048]","564","558","",,
"1","Sainte-Julienne, Quebec [CCS240763060]","[2463060]","565","558","",,
"1","Saint-Liguori, Quebec [CCS240763065]","[2463065]","566","558","",,
"1","Sainte-Marie-Salomé, Quebec [CCS240763005]","[2463005]","559","558","",,
"1","Saint-Jacques, Quebec [CCS240763013]","[2463013]","560","558","",,
"1","Saint-Alexis, Quebec [CCS240763023]","[2463023]","561","558","",,
"1","Terrebonne, Quebec [CCS240764008]","[2464008]","568","567","",,
"1","Mascouche, Quebec [CCS240764015]","[2464015]","569","567","",,
"1","Papineau, Quebec [CD240880000]","[2480]","571","570","",,
"1","Gatineau, Quebec [CD240881000]","[2481]","583","570","",,
"1","Les Collines-de-l'Outaouais, Quebec [CD240882000]","[2482]","585","570","",,
"1","La Vallée-de-la-Gatineau, Quebec [CD240883000]","[2483]","591","570","",,
"1","Pontiac, Quebec [CD240884000]","[2484]","604","570","",,
"1","Notre-Dame-de-Bonsecours, Quebec [CCS240880015]","[2480015]","572","571","",,
"1","Notre-Dame-de-la-Paix, Quebec [CCS240880020]","[2480020]","573","571","",,
"1","Saint-André-Avellin, Quebec [CCS240880027]","[2480027]","574","571","",,
"1","Papineauville, Quebec [CCS240880037]","[2480037]","575","571","",,
"1","Plaisance, Quebec [CCS240880045]","[2480045]","576","571","",,
"1","Lochaber, Quebec [CCS240880055]","[2480055]","577","571","",,
"1","Lochaber-Partie-Ouest, Quebec [CCS240880060]","[2480060]","578","571","",,
"1","Saint-Sixte, Quebec [CCS240880070]","[2480070]","579","571","",,
"1","Ripon, Quebec [CCS240880078]","[2480078]","580","571","",,
"1","Montpellier, Quebec [CCS240880090]","[2480090]","581","571","",,
"1","Lac-Simon, Quebec [CCS240880095]","[2480095]","582","571","",,
"1","Gatineau, Quebec [CCS240881017]","[2481017]","584","583","",,
"1","L'Ange-Gardien, Quebec [CCS240882005]","[2482005]","586","585","",,
"1","Val-des-Monts, Quebec [CCS240882015]","[2482015]","587","585","",,
"1","Cantley, Quebec [CCS240882020]","[2482020]","588","585","",,
"1","Pontiac, Quebec [CCS240882030]","[2482030]","589","585","",,
"1","La Pêche, Quebec [CCS240882035]","[2482035]","590","585","",,
"1","Low, Quebec [CCS240883010]","[2483010]","592","591","",,
"1","Kazabazua, Quebec [CCS240883015]","[2483015]","593","591","",,
"1","Lac-Sainte-Marie, Quebec [CCS240883020]","[2483020]","594","591","",,
"1","Gracefield, Quebec [CCS240883032]","[2483032]","595","591","",,
"1","Bouchette, Quebec [CCS240883050]","[2483050]","596","591","",,
"1","Déléage, Quebec [CCS240883070]","[2483070]","597","591","",,
"1","Montcerf-Lytton, Quebec [CCS240883088]","[2483088]","598","591","",,
"1","Lac-Pythonga, Quebec [CCS240883902]","[2483902]","599","591","",,
"1","Cascades-Malignes, Quebec [CCS240883904]","[2483904]","600","591","",,
"1","Lac-Lenôtre, Quebec [CCS240883906]","[2483906]","601","591","",,
"1","Lac-Moselle, Quebec [CCS240883908]","[2483908]","602","591","",,
"1","Dépôt-Échouani, Quebec [CCS240883912]","[2483912]","603","591","",,
"1","Bristol, Quebec [CCS240884005]","[2484005]","605","604","",,
"1","Clarendon, Quebec [CCS240884015]","[2484015]","606","604","",,
"1","L'Île-du-Grand-Calumet, Quebec [CCS240884035]","[2484035]","607","604","",,
"1","Litchfield, Quebec [CCS240884040]","[2484040]","608","604","",,
"1","Mansfield-et-Pontefract, Quebec [CCS240884065]","[2484065]","609","604","",,
"1","L'Isle-aux-Allumettes, Quebec [CCS240884082]","[2484082]","610","604","",,
"1","Sheenboro, Quebec [CCS240884095]","[2484095]","611","604","",,
"1","Rapides-des-Joachims, Quebec [CCS240884100]","[2484100]","612","604","",,
"1","Lac-Nilgaut, Quebec [CCS240884902]","[2484902]","613","604","",,
"1","Deux-Montagnes, Quebec [CD240972000]","[2472]","615","614","",,
"1","Thérèse-De Blainville, Quebec [CD240973000]","[2473]","620","614","",,
"1","Mirabel, Quebec [CD240974000]","[2474]","623","614","",,
"1","La Rivière-du-Nord, Quebec [CD240975000]","[2475]","625","614","",,
"1","Argenteuil, Quebec [CD240976000]","[2476]","628","614","",,
"1","Les Pays-d'en-Haut, Quebec [CD240977000]","[2477]","635","614","",,
"1","Les Laurentides, Quebec [CD240978000]","[2478]","637","614","",,
"1","Antoine-Labelle, Quebec [CD240979000]","[2479]","645","614","",,
"1","Saint-Eustache, Quebec [CCS240972005]","[2472005]","616","615","",,
"1","Saint-Joseph-du-Lac, Quebec [CCS240972025]","[2472025]","617","615","",,
"1","Oka, Quebec [CCS240972032]","[2472032]","618","615","",,
"1","Saint-Placide, Quebec [CCS240972043]","[2472043]","619","615","",,
"1","Blainville, Quebec [CCS240973015]","[2473015]","621","620","",,
"1","Sainte-Anne-des-Plaines, Quebec [CCS240973035]","[2473035]","622","620","",,
"1","Mirabel, Quebec [CCS240974005]","[2474005]","624","623","",,
"1","Saint-Jérôme, Quebec [CCS240975017]","[2475017]","626","625","",,
"1","Sainte-Sophie, Quebec [CCS240975028]","[2475028]","627","625","",,
"1","Saint-André-d'Argenteuil, Quebec [CCS240976008]","[2476008]","629","628","",,
"1","Lachute, Quebec [CCS240976020]","[2476020]","630","628","",,
"1","Wentworth, Quebec [CCS240976035]","[2476035]","631","628","",,
"1","Brownsburg-Chatham, Quebec [CCS240976043]","[2476043]","632","628","",,
"1","Grenville-sur-la-Rouge, Quebec [CCS240976052]","[2476052]","633","628","",,
"1","Harrington, Quebec [CCS240976065]","[2476065]","634","628","",,
"1","Sainte-Adèle, Quebec [CCS240977022]","[2477022]","636","635","",,
"1","Montcalm, Quebec [CCS240978055]","[2478055]","638","637","",,
"1","Arundel, Quebec [CCS240978060]","[2478060]","639","637","",,
"1","Brébeuf, Quebec [CCS240978075]","[2478075]","640","637","",,
"1","Val-des-Lacs, Quebec [CCS240978100]","[2478100]","641","637","",,
"1","Mont-Tremblant, Quebec [CCS240978102]","[2478102]","642","637","",,
"1","La Minerve, Quebec [CCS240978130]","[2478130]","643","637","",,
"1","Doncaster, Quebec [CCS240978802]","[2478802]","644","637","",,
"1","Kiamika, Quebec [CCS240979025]","[2479025]","646","645","",,
"1","Rivière-Rouge, Quebec [CCS240979037]","[2479037]","647","645","",,
"1","Lac-des-Écorces, Quebec [CCS240979078]","[2479078]","648","645","",,
"1","Mont-Laurier, Quebec [CCS240979088]","[2479088]","649","645","",,
"1","Ferme-Neuve, Quebec [CCS240979097]","[2479097]","650","645","",,
"1","Lac-de-la-Pomme, Quebec [CCS240979902]","[2479902]","651","645","",,
"1","Lac-Bazinet, Quebec [CCS240979910]","[2479910]","652","645","",,
"1","Lac-De La Bidière, Quebec [CCS240979912]","[2479912]","653","645","",,
"1","Lac-Oscar, Quebec [CCS240979914]","[2479914]","654","645","",,
"1","Lac-de-la-Maison-de-Pierre, Quebec [CCS240979916]","[2479916]","655","645","",,
"1","Baie-des-Chaloupes, Quebec [CCS240979920]","[2479920]","656","645","",,
"1","Lac-Douaire, Quebec [CCS240979922]","[2479922]","657","645","",,
"1","Lac-Ernest, Quebec [CCS240979924]","[2479924]","658","645","",,
"1","Lac-Marguerite, Quebec [CCS240979926]","[2479926]","659","645","",,
"1","Témiscamingue, Quebec [CD241085000]","[2485]","661","660","",,
"1","Rouyn-Noranda, Quebec [CD241086000]","[2486]","672","660","",,
"1","Abitibi-Ouest, Quebec [CD241087000]","[2487]","674","660","",,
"1","Abitibi, Quebec [CD241088000]","[2488]","686","660","",,
"1","La Vallée-de-l'Or, Quebec [CD241089000]","[2489]","693","660","",,
"1","Nord-du-Québec, Quebec [CD241099000]","[2499]","696","660","",,
"1","Saint-Édouard-de-Fabre, Quebec [CCS241085015]","[2485015]","662","661","",,
"1","Béarn, Quebec [CCS241085020]","[2485020]","663","661","",,
"1","Duhamel-Ouest, Quebec [CCS241085030]","[2485030]","664","661","",,
"1","Saint-Bruno-de-Guigues, Quebec [CCS241085045]","[2485045]","665","661","",,
"1","Fugèreville, Quebec [CCS241085055]","[2485055]","666","661","",,
"1","Belleterre, Quebec [CCS241085065]","[2485065]","667","661","",,
"1","Moffet, Quebec [CCS241085075]","[2485075]","668","661","",,
"1","Saint-Eugène-de-Guigues, Quebec [CCS241085085]","[2485085]","669","661","",,
"1","Guérin, Quebec [CCS241085095]","[2485095]","670","661","",,
"1","Rémigny, Quebec [CCS241085105]","[2485105]","671","661","",,
"1","Rouyn-Noranda, Quebec [CCS241086042]","[2486042]","673","672","",,
"1","Duparquet, Quebec [CCS241087005]","[2487005]","675","674","",,
"1","Roquemaure, Quebec [CCS241087015]","[2487015]","676","674","",,
"1","Palmarolle, Quebec [CCS241087025]","[2487025]","677","674","",,
"1","Sainte-Germaine-Boulé, Quebec [CCS241087030]","[2487030]","678","674","",,
"1","Taschereau, Quebec [CCS241087042]","[2487042]","679","674","",,
"1","Macamic, Quebec [CCS241087058]","[2487058]","680","674","",,
"1","Clerval, Quebec [CCS241087075]","[2487075]","681","674","",,
"1","La Sarre, Quebec [CCS241087090]","[2487090]","682","674","",,
"1","Chazel, Quebec [CCS241087095]","[2487095]","683","674","",,
"1","Normétal, Quebec [CCS241087115]","[2487115]","684","674","",,
"1","Lac-Duparquet, Quebec [CCS241087902]","[2487902]","685","674","",,
"1","La Corne, Quebec [CCS241088030]","[2488030]","687","686","",,
"1","La Motte, Quebec [CCS241088045]","[2488045]","688","686","",,
"1","Amos, Quebec [CCS241088055]","[2488055]","689","686","",,
"1","Sainte-Gertrude-Manneville, Quebec [CCS241088085]","[2488085]","690","686","",,
