"REF_DATE","GEO","DGUID","Egg production","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2021","Thérèse-De Blainville, Quebec [CD240973000]","2021A00032473","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134661","620.2.1","1","E","","","0"
"2021","Thérèse-De Blainville, Quebec [CD240973000]","2021A00032473","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134662","620.2.2","","F","","","0"
"2021","Blainville, Quebec [CCS240973015]","2021S05022473015","Table eggs","Number of farms reporting","Number","223","units","0","v1327134663","621.1.1","1","E","","","0"
"2021","Blainville, Quebec [CCS240973015]","2021S05022473015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134664","621.1.2","","F","","","0"
"2021","Blainville, Quebec [CCS240973015]","2021S05022473015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134665","621.2.1","1","E","","","0"
"2021","Blainville, Quebec [CCS240973015]","2021S05022473015","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134666","621.2.2","","F","","","0"
"2021","Sainte-Anne-des-Plaines, Quebec [CCS240973035]","2021S05022473035","Table eggs","Number of farms reporting","Number","223","units","0","v1327134667","622.1.1","1","A","","","0"
"2021","Sainte-Anne-des-Plaines, Quebec [CCS240973035]","2021S05022473035","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134668","622.1.2","","F","","","0"
"2021","Sainte-Anne-des-Plaines, Quebec [CCS240973035]","2021S05022473035","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134669","622.2.1","0","B","","","0"
"2021","Sainte-Anne-des-Plaines, Quebec [CCS240973035]","2021S05022473035","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134670","622.2.2","0","A","","","0"
"2021","Mirabel, Quebec [CD240974000]","2021A00032474","Table eggs","Number of farms reporting","Number","223","units","0","v1327134671","623.1.1","13","B","","","0"
"2021","Mirabel, Quebec [CD240974000]","2021A00032474","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134672","623.1.2","","F","","","0"
"2021","Mirabel, Quebec [CD240974000]","2021A00032474","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134673","623.2.1","0","B","","","0"
"2021","Mirabel, Quebec [CD240974000]","2021A00032474","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134674","623.2.2","0","A","","","0"
"2021","Mirabel, Quebec [CCS240974005]","2021S05022474005","Table eggs","Number of farms reporting","Number","223","units","0","v1327134675","624.1.1","13","B","","","0"
"2021","Mirabel, Quebec [CCS240974005]","2021S05022474005","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134676","624.1.2","","F","","","0"
"2021","Mirabel, Quebec [CCS240974005]","2021S05022474005","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134677","624.2.1","0","B","","","0"
"2021","Mirabel, Quebec [CCS240974005]","2021S05022474005","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134678","624.2.2","0","A","","","0"
"2021","La Rivière-du-Nord, Quebec [CD240975000]","2021A00032475","Table eggs","Number of farms reporting","Number","223","units","0","v1327134679","625.1.1","7","A","","","0"
"2021","La Rivière-du-Nord, Quebec [CD240975000]","2021A00032475","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134680","625.1.2","","F","","","0"
"2021","La Rivière-du-Nord, Quebec [CD240975000]","2021A00032475","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134681","625.2.1","0","B","","","0"
"2021","La Rivière-du-Nord, Quebec [CD240975000]","2021A00032475","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134682","625.2.2","0","A","","","0"
"2021","Saint-Jérôme, Quebec [CCS240975017]","2021S05022475017","Table eggs","Number of farms reporting","Number","223","units","0","v1327134683","626.1.1","5","A","","","0"
"2021","Saint-Jérôme, Quebec [CCS240975017]","2021S05022475017","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134684","626.1.2","","F","","","0"
"2021","Saint-Jérôme, Quebec [CCS240975017]","2021S05022475017","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134685","626.2.1","0","B","","","0"
"2021","Saint-Jérôme, Quebec [CCS240975017]","2021S05022475017","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134686","626.2.2","0","A","","","0"
"2021","Sainte-Sophie, Quebec [CCS240975028]","2021S05022475028","Table eggs","Number of farms reporting","Number","223","units","0","v1327134687","627.1.1","2","A","","","0"
"2021","Sainte-Sophie, Quebec [CCS240975028]","2021S05022475028","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134688","627.1.2","","F","","","0"
"2021","Sainte-Sophie, Quebec [CCS240975028]","2021S05022475028","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134689","627.2.1","0","B","","","0"
"2021","Sainte-Sophie, Quebec [CCS240975028]","2021S05022475028","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134690","627.2.2","0","A","","","0"
"2021","Argenteuil, Quebec [CD240976000]","2021A00032476","Table eggs","Number of farms reporting","Number","223","units","0","v1327134691","628.1.1","11","A","","","0"
"2021","Argenteuil, Quebec [CD240976000]","2021A00032476","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134692","628.1.2","","F","","","0"
"2021","Argenteuil, Quebec [CD240976000]","2021A00032476","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134693","628.2.1","1","A","","","0"
"2021","Argenteuil, Quebec [CD240976000]","2021A00032476","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134694","628.2.2","","F","","","0"
"2021","Saint-André-d'Argenteuil, Quebec [CCS240976008]","2021S05022476008","Table eggs","Number of farms reporting","Number","223","units","0","v1327134695","629.1.1","3","A","","","0"
"2021","Saint-André-d'Argenteuil, Quebec [CCS240976008]","2021S05022476008","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134696","629.1.2","715365","E","","","0"
"2021","Saint-André-d'Argenteuil, Quebec [CCS240976008]","2021S05022476008","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134697","629.2.1","0","B","","","0"
"2021","Saint-André-d'Argenteuil, Quebec [CCS240976008]","2021S05022476008","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134698","629.2.2","0","A","","","0"
"2021","Lachute, Quebec [CCS240976020]","2021S05022476020","Table eggs","Number of farms reporting","Number","223","units","0","v1327134699","630.1.1","2","A","","","0"
"2021","Lachute, Quebec [CCS240976020]","2021S05022476020","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134700","630.1.2","","F","","","0"
"2021","Lachute, Quebec [CCS240976020]","2021S05022476020","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134701","630.2.1","1","A","","","0"
"2021","Lachute, Quebec [CCS240976020]","2021S05022476020","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134702","630.2.2","","F","","","0"
"2021","Wentworth, Quebec [CCS240976035]","2021S05022476035","Table eggs","Number of farms reporting","Number","223","units","0","v1327134703","631.1.1","0","A","","","0"
"2021","Wentworth, Quebec [CCS240976035]","2021S05022476035","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134704","631.1.2","0","A","","","0"
"2021","Wentworth, Quebec [CCS240976035]","2021S05022476035","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134705","631.2.1","0","A","","","0"
"2021","Wentworth, Quebec [CCS240976035]","2021S05022476035","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134706","631.2.2","0","A","","","0"
"2021","Brownsburg-Chatham, Quebec [CCS240976043]","2021S05022476043","Table eggs","Number of farms reporting","Number","223","units","0","v1327134707","632.1.1","3","C","","","0"
"2021","Brownsburg-Chatham, Quebec [CCS240976043]","2021S05022476043","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134708","632.1.2","","F","","","0"
"2021","Brownsburg-Chatham, Quebec [CCS240976043]","2021S05022476043","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134709","632.2.1","0","B","","","0"
"2021","Brownsburg-Chatham, Quebec [CCS240976043]","2021S05022476043","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134710","632.2.2","0","A","","","0"
"2021","Grenville-sur-la-Rouge, Quebec [CCS240976052]","2021S05022476052","Table eggs","Number of farms reporting","Number","223","units","0","v1327134711","633.1.1","0","B","","","0"
"2021","Grenville-sur-la-Rouge, Quebec [CCS240976052]","2021S05022476052","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134712","633.1.2","0","A","","","0"
"2021","Grenville-sur-la-Rouge, Quebec [CCS240976052]","2021S05022476052","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134713","633.2.1","0","B","","","0"
"2021","Grenville-sur-la-Rouge, Quebec [CCS240976052]","2021S05022476052","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134714","633.2.2","0","A","","","0"
"2021","Harrington, Quebec [CCS240976065]","2021S05022476065","Table eggs","Number of farms reporting","Number","223","units","0","v1327134715","634.1.1","3","A","","","0"
"2021","Harrington, Quebec [CCS240976065]","2021S05022476065","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134716","634.1.2","","F","","","0"
"2021","Harrington, Quebec [CCS240976065]","2021S05022476065","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134717","634.2.1","0","B","","","0"
"2021","Harrington, Quebec [CCS240976065]","2021S05022476065","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134718","634.2.2","0","A","","","0"
"2021","Les Pays-d'en-Haut, Quebec [CD240977000]","2021A00032477","Table eggs","Number of farms reporting","Number","223","units","0","v1327134719","635.1.1","2","A","","","0"
"2021","Les Pays-d'en-Haut, Quebec [CD240977000]","2021A00032477","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134720","635.1.2","","F","","","0"
"2021","Les Pays-d'en-Haut, Quebec [CD240977000]","2021A00032477","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134721","635.2.1","0","B","","","0"
"2021","Les Pays-d'en-Haut, Quebec [CD240977000]","2021A00032477","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134722","635.2.2","0","A","","","0"
"2021","Sainte-Adèle, Quebec [CCS240977022]","2021S05022477022","Table eggs","Number of farms reporting","Number","223","units","0","v1327134723","636.1.1","2","A","","","0"
"2021","Sainte-Adèle, Quebec [CCS240977022]","2021S05022477022","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134724","636.1.2","","F","","","0"
"2021","Sainte-Adèle, Quebec [CCS240977022]","2021S05022477022","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134725","636.2.1","0","B","","","0"
"2021","Sainte-Adèle, Quebec [CCS240977022]","2021S05022477022","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134726","636.2.2","0","A","","","0"
"2021","Les Laurentides, Quebec [CD240978000]","2021A00032478","Table eggs","Number of farms reporting","Number","223","units","0","v1327134727","637.1.1","11","A","","","0"
"2021","Les Laurentides, Quebec [CD240978000]","2021A00032478","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134728","637.1.2","","F","","","0"
"2021","Les Laurentides, Quebec [CD240978000]","2021A00032478","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134729","637.2.1","0","B","","","0"
"2021","Les Laurentides, Quebec [CD240978000]","2021A00032478","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134730","637.2.2","0","A","","","0"
"2021","Montcalm, Quebec [CCS240978055]","2021S05022478055","Table eggs","Number of farms reporting","Number","223","units","0","v1327134731","638.1.1","1","A","","","0"
"2021","Montcalm, Quebec [CCS240978055]","2021S05022478055","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134732","638.1.2","","F","","","0"
"2021","Montcalm, Quebec [CCS240978055]","2021S05022478055","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134733","638.2.1","0","B","","","0"
"2021","Montcalm, Quebec [CCS240978055]","2021S05022478055","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134734","638.2.2","0","A","","","0"
"2021","Arundel, Quebec [CCS240978060]","2021S05022478060","Table eggs","Number of farms reporting","Number","223","units","0","v1327134735","639.1.1","0","C","","","0"
"2021","Arundel, Quebec [CCS240978060]","2021S05022478060","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134736","639.1.2","0","A","","","0"
"2021","Arundel, Quebec [CCS240978060]","2021S05022478060","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134737","639.2.1","0","C","","","0"
"2021","Arundel, Quebec [CCS240978060]","2021S05022478060","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134738","639.2.2","0","A","","","0"
"2021","Brébeuf, Quebec [CCS240978075]","2021S05022478075","Table eggs","Number of farms reporting","Number","223","units","0","v1327134739","640.1.1","3","A","","","0"
"2021","Brébeuf, Quebec [CCS240978075]","2021S05022478075","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134740","640.1.2","","F","","","0"
"2021","Brébeuf, Quebec [CCS240978075]","2021S05022478075","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134741","640.2.1","0","A","","","0"
"2021","Brébeuf, Quebec [CCS240978075]","2021S05022478075","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134742","640.2.2","0","A","","","0"
"2021","Val-des-Lacs, Quebec [CCS240978100]","2021S05022478100","Table eggs","Number of farms reporting","Number","223","units","0","v1327134743","641.1.1","0","C","","","0"
"2021","Val-des-Lacs, Quebec [CCS240978100]","2021S05022478100","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134744","641.1.2","0","A","","","0"
"2021","Val-des-Lacs, Quebec [CCS240978100]","2021S05022478100","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134745","641.2.1","0","C","","","0"
"2021","Val-des-Lacs, Quebec [CCS240978100]","2021S05022478100","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134746","641.2.2","0","A","","","0"
"2021","Mont-Tremblant, Quebec [CCS240978102]","2021S05022478102","Table eggs","Number of farms reporting","Number","223","units","0","v1327134747","642.1.1","3","A","","","0"
"2021","Mont-Tremblant, Quebec [CCS240978102]","2021S05022478102","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134748","642.1.2","","F","","","0"
"2021","Mont-Tremblant, Quebec [CCS240978102]","2021S05022478102","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134749","642.2.1","0","B","","","0"
"2021","Mont-Tremblant, Quebec [CCS240978102]","2021S05022478102","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134750","642.2.2","0","A","","","0"
"2021","La Minerve, Quebec [CCS240978130]","2021S05022478130","Table eggs","Number of farms reporting","Number","223","units","0","v1327134751","643.1.1","4","B","","","0"
"2021","La Minerve, Quebec [CCS240978130]","2021S05022478130","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134752","643.1.2","","F","","","0"
"2021","La Minerve, Quebec [CCS240978130]","2021S05022478130","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134753","643.2.1","0","B","","","0"
"2021","La Minerve, Quebec [CCS240978130]","2021S05022478130","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134754","643.2.2","0","A","","","0"
"2021","Doncaster, Quebec [CCS240978802]","2021S05022478802","Table eggs","Number of farms reporting","Number","223","units","0","v1327134755","644.1.1","0","A","","","0"
"2021","Doncaster, Quebec [CCS240978802]","2021S05022478802","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134756","644.1.2","0","A","","","0"
"2021","Doncaster, Quebec [CCS240978802]","2021S05022478802","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134757","644.2.1","0","A","","","0"
"2021","Doncaster, Quebec [CCS240978802]","2021S05022478802","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134758","644.2.2","0","A","","","0"
"2021","Antoine-Labelle, Quebec [CD240979000]","2021A00032479","Table eggs","Number of farms reporting","Number","223","units","0","v1327134759","645.1.1","12","B","","","0"
"2021","Antoine-Labelle, Quebec [CD240979000]","2021A00032479","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134760","645.1.2","1090281","E","","","0"
"2021","Antoine-Labelle, Quebec [CD240979000]","2021A00032479","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134761","645.2.1","0","B","","","0"
"2021","Antoine-Labelle, Quebec [CD240979000]","2021A00032479","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134762","645.2.2","0","A","","","0"
"2021","Kiamika, Quebec [CCS240979025]","2021S05022479025","Table eggs","Number of farms reporting","Number","223","units","0","v1327134763","646.1.1","3","A","","","0"
"2021","Kiamika, Quebec [CCS240979025]","2021S05022479025","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134764","646.1.2","750828","D","","","0"
"2021","Kiamika, Quebec [CCS240979025]","2021S05022479025","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134765","646.2.1","0","B","","","0"
"2021","Kiamika, Quebec [CCS240979025]","2021S05022479025","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134766","646.2.2","0","A","","","0"
"2021","Rivière-Rouge, Quebec [CCS240979037]","2021S05022479037","Table eggs","Number of farms reporting","Number","223","units","0","v1327134767","647.1.1","1","A","","","0"
"2021","Rivière-Rouge, Quebec [CCS240979037]","2021S05022479037","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134768","647.1.2","","F","","","0"
"2021","Rivière-Rouge, Quebec [CCS240979037]","2021S05022479037","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134769","647.2.1","0","B","","","0"
"2021","Rivière-Rouge, Quebec [CCS240979037]","2021S05022479037","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134770","647.2.2","0","A","","","0"
"2021","Lac-des-Écorces, Quebec [CCS240979078]","2021S05022479078","Table eggs","Number of farms reporting","Number","223","units","0","v1327134771","648.1.1","3","C","","","0"
"2021","Lac-des-Écorces, Quebec [CCS240979078]","2021S05022479078","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134772","648.1.2","","F","","","0"
"2021","Lac-des-Écorces, Quebec [CCS240979078]","2021S05022479078","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134773","648.2.1","0","B","","","0"
"2021","Lac-des-Écorces, Quebec [CCS240979078]","2021S05022479078","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134774","648.2.2","0","A","","","0"
"2021","Mont-Laurier, Quebec [CCS240979088]","2021S05022479088","Table eggs","Number of farms reporting","Number","223","units","0","v1327134775","649.1.1","2","C","","","0"
"2021","Mont-Laurier, Quebec [CCS240979088]","2021S05022479088","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134776","649.1.2","","F","","","0"
"2021","Mont-Laurier, Quebec [CCS240979088]","2021S05022479088","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134777","649.2.1","0","B","","","0"
"2021","Mont-Laurier, Quebec [CCS240979088]","2021S05022479088","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134778","649.2.2","0","A","","","0"
"2021","Ferme-Neuve, Quebec [CCS240979097]","2021S05022479097","Table eggs","Number of farms reporting","Number","223","units","0","v1327134779","650.1.1","3","A","","","0"
"2021","Ferme-Neuve, Quebec [CCS240979097]","2021S05022479097","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134780","650.1.2","","F","","","0"
"2021","Ferme-Neuve, Quebec [CCS240979097]","2021S05022479097","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134781","650.2.1","0","B","","","0"
"2021","Ferme-Neuve, Quebec [CCS240979097]","2021S05022479097","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134782","650.2.2","0","A","","","0"
"2021","Lac-de-la-Pomme, Quebec [CCS240979902]","2021S05022479902","Table eggs","Number of farms reporting","Number","223","units","0","v1327134783","651.1.1","0","A","","","0"
"2021","Lac-de-la-Pomme, Quebec [CCS240979902]","2021S05022479902","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134784","651.1.2","0","A","","","0"
"2021","Lac-de-la-Pomme, Quebec [CCS240979902]","2021S05022479902","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134785","651.2.1","0","A","","","0"
"2021","Lac-de-la-Pomme, Quebec [CCS240979902]","2021S05022479902","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134786","651.2.2","0","A","","","0"
"2021","Lac-Bazinet, Quebec [CCS240979910]","2021S05022479910","Table eggs","Number of farms reporting","Number","223","units","0","v1327134787","652.1.1","0","A","","","0"
"2021","Lac-Bazinet, Quebec [CCS240979910]","2021S05022479910","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134788","652.1.2","0","A","","","0"
"2021","Lac-Bazinet, Quebec [CCS240979910]","2021S05022479910","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134789","652.2.1","0","A","","","0"
"2021","Lac-Bazinet, Quebec [CCS240979910]","2021S05022479910","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134790","652.2.2","0","A","","","0"
"2021","Lac-De La Bidière, Quebec [CCS240979912]","2021S05022479912","Table eggs","Number of farms reporting","Number","223","units","0","v1327134791","653.1.1","0","A","","","0"
"2021","Lac-De La Bidière, Quebec [CCS240979912]","2021S05022479912","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134792","653.1.2","0","A","","","0"
"2021","Lac-De La Bidière, Quebec [CCS240979912]","2021S05022479912","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134793","653.2.1","0","A","","","0"
"2021","Lac-De La Bidière, Quebec [CCS240979912]","2021S05022479912","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134794","653.2.2","0","A","","","0"
"2021","Lac-Oscar, Quebec [CCS240979914]","2021S05022479914","Table eggs","Number of farms reporting","Number","223","units","0","v1327134795","654.1.1","0","A","","","0"
"2021","Lac-Oscar, Quebec [CCS240979914]","2021S05022479914","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134796","654.1.2","0","A","","","0"
"2021","Lac-Oscar, Quebec [CCS240979914]","2021S05022479914","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134797","654.2.1","0","A","","","0"
"2021","Lac-Oscar, Quebec [CCS240979914]","2021S05022479914","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134798","654.2.2","0","A","","","0"
"2021","Lac-de-la-Maison-de-Pierre, Quebec [CCS240979916]","2021S05022479916","Table eggs","Number of farms reporting","Number","223","units","0","v1327134799","655.1.1","0","A","","","0"
"2021","Lac-de-la-Maison-de-Pierre, Quebec [CCS240979916]","2021S05022479916","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134800","655.1.2","0","A","","","0"
"2021","Lac-de-la-Maison-de-Pierre, Quebec [CCS240979916]","2021S05022479916","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134801","655.2.1","0","A","","","0"
"2021","Lac-de-la-Maison-de-Pierre, Quebec [CCS240979916]","2021S05022479916","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134802","655.2.2","0","A","","","0"
"2021","Baie-des-Chaloupes, Quebec [CCS240979920]","2021S05022479920","Table eggs","Number of farms reporting","Number","223","units","0","v1327134803","656.1.1","0","A","","","0"
"2021","Baie-des-Chaloupes, Quebec [CCS240979920]","2021S05022479920","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134804","656.1.2","0","A","","","0"
"2021","Baie-des-Chaloupes, Quebec [CCS240979920]","2021S05022479920","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134805","656.2.1","0","A","","","0"
"2021","Baie-des-Chaloupes, Quebec [CCS240979920]","2021S05022479920","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134806","656.2.2","0","A","","","0"
"2021","Lac-Douaire, Quebec [CCS240979922]","2021S05022479922","Table eggs","Number of farms reporting","Number","223","units","0","v1327134807","657.1.1","0","A","","","0"
"2021","Lac-Douaire, Quebec [CCS240979922]","2021S05022479922","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134808","657.1.2","0","A","","","0"
"2021","Lac-Douaire, Quebec [CCS240979922]","2021S05022479922","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134809","657.2.1","0","A","","","0"
"2021","Lac-Douaire, Quebec [CCS240979922]","2021S05022479922","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134810","657.2.2","0","A","","","0"
"2021","Lac-Ernest, Quebec [CCS240979924]","2021S05022479924","Table eggs","Number of farms reporting","Number","223","units","0","v1327134811","658.1.1","0","A","","","0"
"2021","Lac-Ernest, Quebec [CCS240979924]","2021S05022479924","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134812","658.1.2","0","A","","","0"
"2021","Lac-Ernest, Quebec [CCS240979924]","2021S05022479924","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134813","658.2.1","0","A","","","0"
"2021","Lac-Ernest, Quebec [CCS240979924]","2021S05022479924","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134814","658.2.2","0","A","","","0"
"2021","Lac-Marguerite, Quebec [CCS240979926]","2021S05022479926","Table eggs","Number of farms reporting","Number","223","units","0","v1327134815","659.1.1","0","A","","","0"
"2021","Lac-Marguerite, Quebec [CCS240979926]","2021S05022479926","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134816","659.1.2","0","A","","","0"
"2021","Lac-Marguerite, Quebec [CCS240979926]","2021S05022479926","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134817","659.2.1","0","A","","","0"
"2021","Lac-Marguerite, Quebec [CCS240979926]","2021S05022479926","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134818","659.2.2","0","A","","","0"
"2021","Abitibi-Témiscamingue--Nord-du-Québec, Quebec [CAR241000000]","2021S05012410","Table eggs","Number of farms reporting","Number","223","units","0","v1327134819","660.1.1","22","B","","","0"
"2021","Abitibi-Témiscamingue--Nord-du-Québec, Quebec [CAR241000000]","2021S05012410","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134820","660.1.2","4265107","D","","","0"
"2021","Abitibi-Témiscamingue--Nord-du-Québec, Quebec [CAR241000000]","2021S05012410","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134821","660.2.1","0","B","","","0"
"2021","Abitibi-Témiscamingue--Nord-du-Québec, Quebec [CAR241000000]","2021S05012410","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134822","660.2.2","0","A","","","0"
"2021","Témiscamingue, Quebec [CD241085000]","2021A00032485","Table eggs","Number of farms reporting","Number","223","units","0","v1327134823","661.1.1","4","B","","","0"
"2021","Témiscamingue, Quebec [CD241085000]","2021A00032485","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134824","661.1.2","","F","","","0"
"2021","Témiscamingue, Quebec [CD241085000]","2021A00032485","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134825","661.2.1","0","B","","","0"
"2021","Témiscamingue, Quebec [CD241085000]","2021A00032485","Hatching eggs","Number of eggs (dozens)","Number","223","units","0","v1327134826","661.2.2","0","A","","","0"
"2021","Saint-Édouard-de-Fabre, Quebec [CCS241085015]","2021S05022485015","Table eggs","Number of farms reporting","Number","223","units","0","v1327134827","662.1.1","0","B","","","0"
"2021","Saint-Édouard-de-Fabre, Quebec [CCS241085015]","2021S05022485015","Table eggs","Number of eggs (dozens)","Number","223","units","0","v1327134828","662.1.2","0","A","","","0"
"2021","Saint-Édouard-de-Fabre, Quebec [CCS241085015]","2021S05022485015","Hatching eggs","Number of farms reporting","Number","223","units","0","v1327134829","662.2.1","0","B","","","0"
